iter	Passed	Remaining
430	13042	47481
431	13067	47430
432	13095	47391
433	13121	47347
434	13147	47302
435	13172	47251
436	13196	47199
437	13220	47147
438	13247	47105
439	13273	47061
440	13297	47009
441	13325	46969
442	13349	46920
443	13378	46884
444	13406	46847
445	13434	46808
446	13463	46776
447	13495	46752
448	13524	46717
449	13556	46694
450	13585	46661
451	13612	46620
452	13643	46591
453	13671	46555
454	13699	46517
455	13729	46486
456	13759	46455
457	13790	46429
458	13816	46387
459	13841	46339
460	13868	46299
461	13895	46256
462	13922	46218
463	13951	46183
464	13977	46142
465	14005	46104
466	14030	46057
467	14057	46016
468	14085	45979
469	14111	45936
470	14137	45895
471	14165	45856
472	14192	45818
473	14220	45781
474	14244	45732
475	14272	45696
476	14301	45664
477	14326	45616
478	14354	45579
479	14381	45540
480	14405	45493
481	14431	45451
482	14456	45403
483	14482	45361
484	14508	45319
485	14533	45275
486	14558	45231
487	14584	45188
488	14608	45141
489	14636	45105
490	14662	45062
491	14688	45019
492	14715	44983
493	14750	44968
494	14785	44952
495	14820	44938
496	14852	44915
497	14885	44894
498	14922	44887
499	14958	44876
500	14994	44863
501	15049	44908
502	15079	44879
503	15108	44845
504	15141	44823
505	15173	44801
506	15205	44777
507	15234	44744
508	15262	44709
509	15289	44669
510	15316	44629
511	15347	44602
512	15374	44565
513	15401	44526
514	15426	44481
515	15451	44437
516	15478	44398
517	15505	44361
518	15532	44324
519	15557	44279
520	15589	44256
521	15623	44237
522	15656	44214
523	15683	44177
524	15714	44149
525	15745	44122
526	15776	44096
527	15805	44064
528	15837	44040
529	15866	44006
530	15895	43975
531	15922	43936
532	15949	43899
533	15976	43860
534	16002	43820
535	16031	43787
536	16065	43768
537	16094	43736
538	16122	43701
539	16148	43661
540	16174	43621
541	16202	43584
542	16233	43558
543	16265	43534
544	16302	43523
545	16331	43490
546	16361	43459
547	16392	43432
548	16421	43402
549	16451	43371
550	16480	43340
551	16513	43317
552	16541	43283
553	16570	43249
554	16598	43215
555	16628	43185
556	16655	43148
557	16683	43113
558	16711	43078
559	16743	43053
560	16771	43020
561	16804	42998
562	16832	42962
563	16859	42925
564	16887	42892
565	16917	42860
566	16946	42829
567	16969	42782
568	16998	42751
569	17030	42726
570	17058	42689
571	17091	42668
572	17117	42630
573	17142	42588
574	17168	42547
575	17193	42506
576	17217	42462
577	17244	42425
578	17268	42380
579	17291	42335
580	17317	42296
581	17343	42256
582	17369	42216
583	17394	42176
584	17419	42133
585	17446	42098
586	17473	42061
587	17505	42036
588	17539	42016
589	17570	41991
590	17600	41960
591	17627	41924
592	17654	41888
593	17681	41851
594	17712	41824
595	17745	41802
596	17782	41789
597	17811	41758
598	17840	41726
599	17870	41698
600	17900	41668
601	17928	41633
602	17958	41605
603	17987	41574
604	18026	41564
605	18056	41536
606	18088	41511
607	18121	41488
608	18149	41455
609	18175	41417
610	18203	41383
611	18233	41353
612	18261	41320
613	18288	41282
614	18319	41255
615	18348	41224
616	18374	41186
617	18405	41158
618	18434	41127
619	18482	41137
620	18510	41105
621	18536	41065
622	18562	41028
623	18588	40990
624	18615	40954
625	18645	40925
626	18672	40889
627	18701	40858
628	18730	40824
629	18759	40793
630	18785	40755
631	18812	40720
632	18839	40684
633	18867	40650
634	18896	40619
635	18924	40585
636	18949	40546
637	18974	40507
638	18999	40465
639	19026	40430
640	19053	40394
641	19082	40364
642	19111	40333
643	19140	40302
644	19169	40271
645	19200	40243
646	19230	40214
647	19257	40180
648	19290	40156
649	19321	40129
650	19352	40102
651	19381	40071
652	19409	40038
653	19440	40010
654	19471	39982
655	19503	39958
656	19535	39934
657	19565	39904
658	19594	39873
659	19623	39841
660	19650	39806
661	19676	39768
662	19707	39741
663	19735	39709
664	19762	39673
665	19791	39642
666	19820	39610
667	19849	39579
668	19878	39548
669	19908	39519
670	19943	39501
671	19975	39475
672	20005	39446
673	20035	39416
674	20063	39383
675	20089	39347
676	20119	39316
677	20148	39285
678	20176	39253
679	20206	39224
680	20235	39193
681	20262	39158
682	20287	39119
683	20316	39088
684	20341	39050
685	20368	39015
686	20395	38979
687	20421	38943
688	20447	38907
689	20472	38868
690	20501	38836
691	20528	38802
692	20553	38764
693	20581	38730
694	20609	38697
695	20636	38663
696	20665	38632
697	20694	38602
698	20722	38569
699	20750	38536
700	20779	38505
701	20807	38473
702	20832	38434
703	20862	38406
704	20891	38374
705	20917	38339
706	20946	38307
707	20975	38277
708	21001	38241
709	21027	38204
710	21051	38164
711	21077	38128
712	21101	38089
713	21127	38053
714	21154	38019
715	21180	37983
716	21207	37949
717	21232	37910
718	21255	37869
719	21279	37830
720	21307	37797
721	21331	37758
722	21356	37721
723	21382	37685
724	21411	37654
725	21442	37627
726	21470	37595
727	21494	37556
728	21525	37529
729	21554	37499
730	21581	37464
731	21608	37431
732	21637	37399
733	21663	37364
734	21688	37327
735	21714	37292
736	21741	37258
737	21769	37225
738	21794	37189
739	21823	37159
740	21849	37123
741	21876	37090
742	21901	37052
743	21927	37017
744	21955	36984
745	21986	36959
746	22016	36929
747	22049	36905
748	22080	36879
749	22109	36849
750	22139	36820
751	22170	36793
752	22198	36762
753	22227	36730
754	22255	36699
755	22284	36669
756	22313	36638
757	22343	36610
758	22370	36576
759	22397	36542
760	22423	36508
761	22450	36475
762	22478	36442
763	22502	36405
764	22528	36369
765	22554	36333
766	22581	36301
767	22606	36264
768	22632	36228
769	22658	36194
770	22681	36155
771	22707	36119
772	22731	36082
773	22757	36047
774	22780	36008
775	22806	35973
776	22831	35937
777	22857	35901
778	22882	35865
779	22908	35831
780	22932	35793
781	22956	35755
782	22981	35718
783	23005	35681
784	23031	35647
785	23057	35613
786	23081	35574
787	23108	35542
788	23133	35506
789	23155	35466
790	23181	35431
791	23212	35404
792	23239	35372
793	23265	35337
794	23292	35304
795	23316	35267
796	23342	35233
797	23372	35205
798	23404	35179
799	23435	35153
800	23471	35133
801	23504	35110
802	23532	35078
803	23562	35050
804	23592	35022
805	23620	34991
806	23646	34956
807	23673	34923
808	23700	34892
809	23728	34859
810	23761	34837
811	23800	34820
812	23852	34824
813	23913	34841
814	23948	34820
815	24002	34827
816	24052	34827
817	24100	34825
818	24130	34796
819	24159	34765
820	24188	34736
821	24217	34705
822	24245	34675
823	24273	34642
824	24304	34615
825	24335	34588
826	24372	34569
827	24404	34543
828	24436	34517
829	24467	34490
830	24503	34469
831	24538	34447
832	24572	34425
833	24619	34420
834	24657	34402
835	24687	34373
836	24718	34345
837	24750	34319
838	24779	34290
839	24807	34258
840	24833	34223
841	24860	34190
842	24886	34156
843	24918	34129
844	24949	34103
845	24977	34070
846	25001	34034
847	25030	34003
848	25056	33969
849	25080	33932
850	25109	33901
851	25138	33872
852	25167	33842
853	25197	33812
854	25226	33782
855	25260	33759
856	25291	33732
857	25323	33705
858	25357	33681
859	25387	33653
860	25421	33628
861	25451	33600
862	25490	33583
863	25530	33568
864	25567	33547
865	25596	33517
866	25631	33496
867	25664	33469
868	25696	33443
869	25724	33412
870	25755	33384
871	25781	33350
872	25814	33325
873	25848	33301
874	25878	33272
875	25906	33240
876	25935	33210
877	25961	33176
878	25986	33140
879	26014	33109
880	26043	33078
881	26070	33046
882	26145	33073
883	26191	33065
884	26234	33051
885	26282	33046
886	26316	33021
887	26351	32998
888	26382	32970
889	26410	32938
890	26440	32909
891	26471	32882
892	26501	32851
893	26535	32828
894	26565	32798
895	26593	32766
896	26626	32741
897	26655	32711
898	26686	32683
899	26725	32664
900	26751	32630
901	26778	32596
902	26804	32563
903	26832	32531
904	26859	32498
905	26885	32464
906	26915	32435
907	26950	32412
908	26981	32384
909	27019	32363
910	27058	32345
911	27088	32316
912	27117	32285
913	27151	32260
914	27186	32237
915	27214	32205
916	27242	32173
917	27268	32139
918	27293	32105
919	27320	32071
920	27349	32041
921	27383	32016
922	27422	31997
923	27449	31964
924	27477	31933
925	27503	31899
926	27530	31866
927	27559	31835
928	27588	31805
929	27614	31771
930	27642	31739
931	27673	31711
932	27707	31686
933	27736	31657
934	27762	31622
935	27792	31593
936	27822	31564
937	27855	31538
938	27884	31507
939	27918	31482
940	27948	31453
941	27987	31434
942	28018	31405
943	28052	31380
944	28086	31356
945	28116	31326
946	28144	31294
947	28177	31268
948	28210	31242
949	28240	31212
950	28269	31182
951	28296	31150
952	28319	31112
953	28344	31077
954	28369	31042
955	28396	31010
956	28422	30976
957	28449	30944
958	28474	30908
959	28502	30877
960	28529	30845
961	28556	30812
962	28583	30779
963	28607	30744
964	28635	30712
965	28664	30682
966	28695	30654
967	28721	30620
968	28748	30587
969	28773	30553
970	28799	30519
971	28830	30491
972	28859	30460
973	28886	30429
974	28913	30396
975	28940	30363
976	28968	30332
977	28995	30300
978	29021	30267
979	29046	30232
980	29074	30200
981	29100	30167
982	29128	30135
983	29155	30103
984	29181	30070
985	29207	30037
986	29233	30003
987	29261	29972
988	29291	29942
989	29325	29918
990	29358	29891
991	29390	29864
992	29421	29836
993	29449	29804
994	29482	29779
995	29512	29749
996	29544	29722
997	29577	29696
998	29639	29698
999	29719	29719
1000	29765	29706
1001	29808	29689
1002	29840	29661
1003	29886	29648
1004	29936	29638
1005	29975	29618
1006	30014	29597
1007	30052	29575
1008	30094	29557
1009	30132	29536
1010	30164	29508
1011	30202	29486
1012	30241	29465
1013	30275	29439
1014	30324	29428
1015	30356	29400
1016	30384	29369
1017	30419	29344
1018	30447	29312
1019	30480	29285
1020	30515	29259
1021	30547	29232
1022	30574	29199
1023	30605	29171
1024	30632	29137
1025	30658	29104
1026	30688	29075
1027	30722	29048
1028	30759	29025
1029	30791	28997
1030	30819	28966
1031	30850	28937
1032	30881	28908
1033	30909	28876
1034	30939	28846
1035	30967	28814
1036	30996	28784
1037	31025	28753
1038	31054	28723
1039	31087	28696
1040	31117	28666
1041	31146	28635
1042	31174	28603
1043	31197	28567
1044	31223	28534
1045	31250	28501
1046	31278	28470
1047	31310	28442
1048	31337	28410
1049	31365	28378
1050	31395	28348
1051	31424	28317
1052	31455	28288
1053	31485	28259
1054	31675	28372
1055	31769	28400
1056	31816	28384
1057	31857	28364
1058	31894	28341
1059	31931	28316
1060	31967	28291
1061	32009	28272
1062	32040	28242
1063	32069	28211
1064	32104	28185
1065	32134	28155
1066	32167	28127
1067	32194	28094
1068	32233	28072
1069	32261	28040
1070	32293	28011
1071	32327	27984
1072	32355	27953
1073	32383	27920
1074	32408	27886
1075	32433	27851
1076	32459	27818
1077	32488	27786
1078	32518	27756
1079	32548	27726
1080	32579	27696
1081	32607	27665
1082	32636	27634
1083	32665	27603
1084	32690	27568
1085	32716	27534
1086	32743	27502
1087	32768	27468
1088	32799	27438
1089	32823	27403
1090	32850	27370
1091	32876	27337
1092	32901	27302
1093	32932	27273
1094	32960	27241
1095	32987	27208
1096	33015	27177
1097	33042	27144
1098	33067	27109
1099	33095	27077
1100	33120	27043
1101	33146	27010
1102	33170	26975
1103	33197	26943
1104	33225	26910
1105	33248	26875
1106	33276	26843
1107	33305	26812
1108	33333	26780
1109	33359	26747
1110	33383	26712
1111	33409	26679
1112	33440	26650
1113	33474	26623
1114	33501	26590
1115	33530	26560
1116	33570	26537
1117	33594	26502
1118	33646	26490
1119	33685	26467
1120	33719	26440
1121	33750	26410
1122	33780	26380
1123	33815	26354
1124	33854	26331
1125	33889	26305
1126	33923	26278
1127	33958	26251
1128	33991	26223
1129	34026	26197
1130	34064	26173
1131	34093	26142
1132	34126	26114
1133	34156	26084
1134	34194	26060
1135	34228	26032
1136	34259	26003
1137	34290	25973
1138	34320	25944
1139	34350	25913
1140	34375	25879
1141	34406	25850
1142	34434	25818
1143	34468	25790
1144	34501	25762
1145	34530	25732
1146	34556	25699
1147	34584	25667
1148	34617	25639
1149	34647	25609
1150	34677	25579
1151	34705	25547
1152	34737	25518
1153	34766	25487
1154	34795	25456
1155	34821	25423
1156	34847	25390
1157	34873	25357
1158	34902	25326
1159	34932	25296
1160	34962	25265
1161	34988	25232
1162	35020	25203
1163	35052	25174
1164	35082	25145
1165	35112	25114
1166	35141	25083
1167	35172	25054
1168	35201	25023
1169	35231	24993
1170	35260	24962
1171	35290	24932
1172	35327	24906
1173	35366	24882
1174	35407	24860
1175	35443	24834
1176	35480	24809
1177	35523	24787
1178	35556	24760
1179	35589	24731
1180	35623	24704
1181	35652	24673
1182	35682	24642
1183	35712	24612
1184	35742	24582
1185	35783	24559
1186	35818	24532
1187	35847	24501
1188	35876	24470
1189	35905	24439
1190	35931	24406
1191	35959	24374
1192	35989	24344
1193	36019	24314
1194	36047	24283
1195	36080	24254
1196	36108	24223
1197	36138	24193
1198	36167	24161
1199	36192	24128
1200	36222	24097
1201	36248	24065
1202	36281	24036
1203	36309	24005
1204	36338	23974
1205	36366	23942
1206	36396	23912
1207	36423	23880
1208	36454	23850
1209	36480	23817
1210	36506	23785
1211	36532	23752
1212	36557	23718
1213	36584	23686
1214	36612	23654
1215	36638	23622
1216	36668	23591
1217	36697	23561
1218	36729	23532
1219	36763	23504
1220	36790	23472
1221	36820	23442
1222	36851	23412
1223	36882	23383
1224	36911	23351
1225	36938	23319
1226	36966	23288
1227	36996	23258
1228	37024	23226
1229	37049	23193
1230	37078	23162
1231	37105	23130
1232	37133	23099
1233	37160	23067
1234	37185	23034
1235	37213	23002
1236	37241	22971
1237	37266	22937
1238	37298	22908
1239	37326	22877
1240	37354	22845
1241	37381	22813
1242	37409	22782
1243	37434	22749
1244	37463	22718
1245	37492	22687
1246	37517	22654
1247	37545	22623
1248	37571	22590
1249	37601	22561
1250	37629	22529
1251	37659	22499
1252	37689	22469
1253	37715	22437
1254	37745	22406
1255	37771	22374
1256	37798	22342
1257	37829	22312
1258	37858	22282
1259	37886	22250
1260	37912	22218
1261	37940	22187
1262	37969	22156
1263	37997	22125
1264	38023	22092
1265	38054	22063
1266	38082	22031
1267	38114	22002
1268	38142	21971
1269	38173	21941
1270	38204	21912
1271	38236	21884
1272	38264	21852
1273	38293	21821
1274	38323	21792
1275	38354	21762
1276	38383	21731
1277	38409	21699
1278	38440	21669
1279	38469	21639
1280	38552	21638
1281	38598	21617
1282	38628	21587
1283	38658	21557
1284	38688	21526
1285	38714	21494
1286	38738	21461
1287	38767	21430
1288	38791	21397
1289	38818	21365
1290	38844	21333
1291	38869	21299
1292	38895	21267
1293	38919	21234
1294	38945	21201
1295	38972	21170
1296	38997	21137
1297	39024	21105
1298	39050	21073
1299	39075	21040
1300	39102	21008
1301	39130	20977
1302	39158	20946
1303	39182	20913
1304	39210	20882
1305	39236	20850
1306	39271	20822
1307	39305	20794
1308	39338	20766
1309	39367	20735
1310	39401	20707
1311	39433	20678
1312	39459	20646
1313	39485	20614
1314	39512	20582
1315	39541	20552
1316	39576	20524
1317	39610	20496
1318	39647	20469
1319	39686	20444
1320	39725	20418
1321	39760	20391
1322	39792	20362
1323	39822	20332
1324	39854	20303
1325	39885	20273
1326	39913	20242
1327	39944	20212
1328	39975	20183
1329	40009	20155
1330	40040	20125
1331	40069	20094
1332	40094	20062
1333	40122	20030
1334	40154	20002
1335	40186	19972
1336	40218	19943
1337	40245	19911
1338	40272	19880
1339	40299	19849
1340	40326	19817
1341	40352	19785
1342	40380	19754
1343	40408	19723
1344	40435	19691
1345	40460	19659
1346	40488	19627
1347	40515	19596
1348	40543	19565
1349	40571	19534
1350	40596	19501
1351	40625	19471
1352	40652	19439
1353	40679	19408
1354	40703	19375
1355	40732	19344
1356	40757	19312
1357	40785	19281
1358	40823	19255
1359	40865	19230
1360	40898	19201
1361	40930	19173
1362	40967	19146
1363	41009	19121
1364	41072	19106
1365	41134	19091
1366	41196	19076
1367	41236	19050
1368	41268	19021
1369	41307	18995
1370	41339	18966
1371	41375	18938
1372	41409	18910
1373	41449	18884
1374	41486	18857
1375	41515	18826
1376	41543	18795
1377	41579	18768
1378	41611	18738
1379	41642	18708
1380	41673	18679
1381	41706	18650
1382	41735	18619
1383	41763	18588
1384	41792	18557
1385	41818	18525
1386	41843	18493
1387	41872	18462
1388	41899	18430
1389	41932	18401
1390	41972	18375
1391	42005	18347
1392	42040	18319
1393	42067	18287
1394	42096	18256
1395	42123	18225
1396	42148	18193
1397	42176	18161
1398	42205	18131
1399	42241	18103
1400	42271	18073
1401	42298	18041
1402	42325	18010
1403	42355	17980
1404	42381	17947
1405	42407	17915
1406	42434	17884
1407	42462	17853
1408	42488	17821
1409	42518	17791
1410	42547	17760
1411	42574	17729
1412	42605	17699
1413	42636	17669
1414	42669	17640
1415	42698	17610
1416	42725	17578
1417	42755	17548
1418	42786	17518
1419	42818	17489
1420	42846	17458
1421	42873	17426
1422	42902	17396
1423	42932	17365
1424	42960	17334
1425	42987	17303
1426	43013	17271
1427	43040	17240
1428	43065	17208
1429	43093	17177
1430	43121	17146
1431	43149	17115
1432	43178	17084
1433	43204	17052
1434	43233	17022
1435	43261	16991
1436	43287	16959
1437	43316	16928
1438	43345	16898
1439	43369	16865
1440	43398	16835
1441	43432	16806
1442	43462	16776
1443	43487	16744
1444	43513	16712
1445	43542	16682
1446	43570	16651
1447	43598	16620
1448	43631	16591
1449	43671	16565
1450	43699	16533
1451	43727	16503
1452	43761	16474
1453	43791	16444
1454	43818	16413
1455	43845	16381
1456	43872	16350
1457	43897	16318
1458	43924	16287
1459	43954	16257
1460	43988	16228
1461	44019	16198
1462	44048	16168
1463	44081	16138
1464	44111	16109
1465	44140	16078
1466	44169	16048
1467	44198	16017
1468	44225	15986
1469	44254	15955
1470	44284	15925
1471	44311	15894
1472	44337	15862
1473	44367	15832
1474	44396	15802
1475	44422	15770
1476	44450	15739
1477	44476	15708
1478	44507	15678
1479	44536	15647
1480	44566	15617
1481	44592	15586
1482	44620	15555
1483	44646	15524
1484	44674	15493
1485	44704	15462
1486	44728	15431
1487	44754	15399
1488	44781	15368
1489	44807	15336
1490	44834	15305
1491	44860	15274
1492	44888	15243
1493	44915	15212
1494	44943	15181
1495	44969	15150
1496	44996	15119
1497	45022	15087
1498	45050	15056
1499	45077	15025
1500	45113	14997
1501	45153	14971
1502	45182	14940
1503	45211	14910
1504	45237	14878
1505	45264	14847
1506	45295	14818
1507	45323	14787
1508	45352	14756
1509	45380	14726
1510	45408	14695
1511	45435	14664
1512	45463	14633
1513	45493	14603
1514	45518	14572
1515	45546	14541
1516	45573	14510
1517	45603	14480
1518	45634	14450
1519	45669	14421
1520	45698	14391
1521	45732	14362
1522	45762	14332
1523	45794	14303
1524	45842	14278
1525	45879	14250
1526	45909	14220
1527	45944	14192
1528	45977	14163
1529	46007	14133
1530	46035	14102
1531	46060	14070
1532	46087	14039
1533	46112	14008
1534	46141	13977
1535	46173	13948
1536	46209	13919
1537	46238	13889
1538	46266	13858
1539	46296	13828
1540	46325	13798
1541	46352	13767
1542	46377	13736
1543	46403	13704
1544	46429	13673
1545	46454	13641
1546	46478	13610
1547	46505	13579
1548	46533	13548
1549	46559	13517
1550	46587	13486
1551	46614	13455
1552	46637	13423
1553	46666	13393
1554	46692	13362
1555	46718	13330
1556	46743	13299
1557	46767	13267
1558	46792	13236
1559	46821	13206
1560	46851	13176
1561	46876	13144
1562	46906	13114
1563	46935	13084
1564	46966	13054
1565	46997	13024
1566	47025	12994
1567	47053	12963
1568	47083	12933
1569	47121	12905
1570	47153	12876
1571	47196	12849
1572	47265	12830
1573	47304	12802
1574	47335	12773
1575	47362	12742
1576	47387	12710
1577	47413	12679
1578	47442	12649
1579	47471	12618
1580	47499	12588
1581	47526	12557
1582	47551	12526
1583	47578	12495
1584	47604	12464
1585	47633	12433
1586	47660	12403
1587	47686	12372
1588	47713	12341
1589	47741	12310
1590	47775	12281
1591	47801	12250
1592	47829	12220
1593	47859	12189
1594	47884	12158
1595	47909	12127
1596	47935	12096
1597	47964	12066
1598	47992	12035
1599	48017	12004
1600	48043	11973
1601	48071	11942
1602	48095	11911
1603	48122	11880
1604	48150	11850
1605	48177	11819
1606	48203	11788
1607	48227	11757
1608	48253	11726
1609	48280	11695
1610	48306	11664
1611	48331	11633
1612	48359	11602
1613	48388	11572
1614	48416	11542
1615	48443	11511
1616	48472	11481
1617	48500	11450
1618	48533	11421
1619	48561	11390
1620	48590	11360
1621	48618	11330
1622	48648	11300
1623	48677	11270
1624	48707	11240
1625	48733	11209
1626	48760	11178
1627	48788	11148
1628	48814	11117
1629	48841	11086
1630	48868	11056
1631	48898	11026
1632	48925	10995
1633	48952	10964
1634	48980	10934
1635	49003	10903
1636	49032	10872
1637	49056	10841
1638	49083	10811
1639	49110	10780
1640	49135	10749
1641	49162	10718
1642	49189	10688
1643	49216	10657
1644	49244	10627
1645	49273	10597
1646	49302	10566
1647	49329	10536
1648	49357	10506
1649	49384	10475
1650	49414	10445
1651	49440	10414
1652	49467	10384
1653	49498	10354
1654	49525	10324
1655	49552	10293
1656	49578	10262
1657	49606	10232
1658	49630	10201
1659	49659	10171
1660	49686	10140
1661	49713	10110
1662	49741	10079
1663	49768	10049
1664	49802	10020
1665	49831	9990
1666	49860	9960
