iter	Logloss
1513	0.1875006643
1514	0.1874726364
1515	0.1874496064
1516	0.1874272794
1517	0.1874109205
1518	0.1873908811
1519	0.1873709226
1520	0.1873568811
1521	0.187340275
1522	0.1873132634
1523	0.1872945154
1524	0.1872705676
1525	0.1872494909
1526	0.1872267738
1527	0.1872067768
1528	0.1871886814
1529	0.187169355
1530	0.1871527765
1531	0.18712825
1532	0.1871075325
1533	0.1870884609
1534	0.1870700486
1535	0.187056074
1536	0.1870384218
1537	0.187009945
1538	0.186989953
1539	0.1869729704
1540	0.1869487113
1541	0.1869274425
1542	0.1869117732
1543	0.1868982472
1544	0.1868783848
1545	0.186845477
1546	0.1868271588
1547	0.1867987623
1548	0.1867779214
1549	0.1867499573
1550	0.1867098304
1551	0.1866929245
1552	0.1866800634
1553	0.186656696
1554	0.1866390956
1555	0.1866240608
1556	0.1866118633
1557	0.186598732
1558	0.1865845573
1559	0.1865534596
1560	0.1865312972
1561	0.1864971369
1562	0.1864711162
1563	0.1864536153
1564	0.1864359064
1565	0.1864131052
1566	0.1863919894
1567	0.18637224
1568	0.1863481958
1569	0.1863192317
1570	0.186296088
1571	0.186276688
1572	0.1862551746
1573	0.186236423
1574	0.1862229548
1575	0.1862031526
1576	0.1861747595
1577	0.1861545998
1578	0.1861299395
1579	0.1861060409
1580	0.1860832738
1581	0.1860691865
1582	0.1860551203
1583	0.1860338263
1584	0.1860137312
1585	0.1859873654
1586	0.1859704266
1587	0.1859559135
1588	0.1859364752
1589	0.185909292
1590	0.185891924
1591	0.1858697963
1592	0.1858550939
1593	0.1858396707
1594	0.1858226348
1595	0.1858107467
1596	0.1857887471
1597	0.1857629723
1598	0.1857409508
1599	0.185714134
1600	0.1856956072
1601	0.1856828138
1602	0.1856636354
1603	0.1856462473
1604	0.185627848
1605	0.1856049629
1606	0.1855791523
1607	0.1855557921
1608	0.1855349025
1609	0.1855092323
1610	0.1854773188
1611	0.185461971
1612	0.1854370558
1613	0.1854155101
1614	0.1854013701
1615	0.1853805217
1616	0.1853614004
1617	0.1853458901
1618	0.1853161077
1619	0.1852906036
1620	0.1852740081
1621	0.1852578201
1622	0.1852356974
1623	0.1852144989
1624	0.1851902626
1625	0.1851685957
1626	0.1851440919
1627	0.1851303625
1628	0.1851112392
1629	0.1850857319
1630	0.1850672828
1631	0.1850478512
1632	0.1850240419
1633	0.1850057443
1634	0.1849817773
1635	0.1849626228
1636	0.1849375401
1637	0.184926303
1638	0.184897712
1639	0.1848854297
1640	0.1848679911
1641	0.1848481789
1642	0.1848353698
1643	0.1848082281
1644	0.1847885028
1645	0.1847679635
1646	0.1847408799
1647	0.1847332395
1648	0.1847115436
1649	0.1846949827
1650	0.1846727367
1651	0.1846341769
1652	0.1846118799
1653	0.1845909431
1654	0.1845707906
1655	0.1845443501
1656	0.1845325233
1657	0.1845117354
1658	0.1844911038
1659	0.1844643903
1660	0.1844499722
1661	0.1843935148
1662	0.1843745966
1663	0.1843357604
1664	0.1843192603
1665	0.1843015151
1666	0.1842893822
1667	0.1842641773
1668	0.1842485999
1669	0.1842277463
1670	0.1841954031
1671	0.1841708678
1672	0.1841520641
1673	0.1841337443
1674	0.184117151
1675	0.1841028826
1676	0.184076665
1677	0.1840543689
1678	0.1840353223
1679	0.1840198952
1680	0.1840018761
1681	0.1839741432
1682	0.1839642569
1683	0.183937874
1684	0.1839147873
1685	0.1838991412
1686	0.1838801406
1687	0.1838537937
1688	0.1838237365
1689	0.1838030843
1690	0.1837820405
1691	0.1837601329
1692	0.183740764
1693	0.1837014382
1694	0.1836804344
1695	0.1836659613
1696	0.1836477535
1697	0.1836266756
1698	0.1836121635
1699	0.1835822384
1700	0.1835660142
1701	0.1835481494
1702	0.183518963
1703	0.1835020784
1704	0.1834792614
1705	0.1834611882
1706	0.1834430155
1707	0.1834142798
1708	0.1833899589
1709	0.1833730666
1710	0.1833566414
1711	0.1833281812
1712	0.183304403
1713	0.1832808907
1714	0.1832620941
1715	0.1832412046
1716	0.1832122581
1717	0.1831929731
1718	0.1831636474
1719	0.1831492378
1720	0.1831319079
1721	0.1831120329
1722	0.183086936
1723	0.1830656711
1724	0.1830437311
1725	0.183007854
1726	0.1829846535
1727	0.1829656507
1728	0.1829452376
1729	0.1829021493
1730	0.1828817763
1731	0.1828159582
1732	0.1827966288
1733	0.1827818274
1734	0.1827648654
1735	0.1827455293
1736	0.1827320959
1737	0.1827141622
1738	0.1826916132
1739	0.1826417058
1740	0.1826237776
1741	0.1826125805
1742	0.1826006995
1743	0.1825879278
1744	0.1825696362
1745	0.1825482815
1746	0.1825300636
1747	0.1825144167
1748	0.182498005
1749	0.182472967
1750	0.1824382822
1751	0.1824212912
1752	0.1824002277
1753	0.1823747986
1754	0.1823597684
1755	0.1823425504
1756	0.1823233414
1757	0.1823103923
1758	0.1822899999
1759	0.1822720444
1760	0.1822560038
1761	0.1822368335
1762	0.1822186344
1763	0.182204956
1764	0.1821819153
1765	0.1821599921
1766	0.1821417998
1767	0.1821230571
1768	0.1821044735
1769	0.1820793304
1770	0.1820573364
1771	0.1820376848
1772	0.1820117634
1773	0.1819774305
1774	0.1819559721
1775	0.181938947
1776	0.1819156468
1777	0.1818933177
1778	0.1818775458
1779	0.1818615162
1780	0.1818412855
1781	0.1818106577
1782	0.1817879886
1783	0.1817656215
1784	0.1817436376
1785	0.1817199328
1786	0.1816932138
1787	0.1816770381
1788	0.1816597434
1789	0.1816467198
1790	0.1816236977
1791	0.1816025527
1792	0.1815843257
1793	0.1815654795
1794	0.1815550141
1795	0.1815334365
1796	0.1815089822
1797	0.1814884285
1798	0.1814591416
1799	0.1814369765
1800	0.1814199653
1801	0.1814028476
1802	0.1813816279
1803	0.1813504373
1804	0.1813379171
1805	0.1813159829
1806	0.1812983723
1807	0.1812722782
1808	0.1812400898
1809	0.1812184729
1810	0.1812005679
1811	0.181178752
1812	0.1811637769
1813	0.1811504612
1814	0.1811332045
1815	0.181112956
1816	0.1810957589
1817	0.1810812176
1818	0.1810644177
1819	0.1810412254
1820	0.1810206766
1821	0.1810003874
1822	0.180978625
1823	0.180952092
1824	0.1809370687
1825	0.1809198054
1826	0.1809083203
1827	0.180891625
1828	0.1808794257
1829	0.1808622836
1830	0.1808442804
1831	0.1807954785
1832	0.1807782411
1833	0.180761622
1834	0.180737904
1835	0.1807164657
1836	0.1806976496
1837	0.1806769532
1838	0.1806555076
1839	0.1806352398
1840	0.1806170075
1841	0.1805985606
1842	0.180582677
1843	0.1805621422
1844	0.1805477426
1845	0.1805285386
1846	0.180512954
1847	0.1804936627
1848	0.1804730708
1849	0.1804532899
1850	0.1804282305
1851	0.1803874932
1852	0.1803664906
1853	0.1803456949
1854	0.1803272518
1855	0.1802817609
1856	0.1802642604
1857	0.180247141
1858	0.1802305517
1859	0.1802141698
1860	0.1801913155
1861	0.1801729599
1862	0.1801511392
1863	0.1801310951
1864	0.1801140207
1865	0.1800990772
1866	0.180079709
1867	0.1800604286
1868	0.1800393997
1869	0.1800134107
1870	0.1799909822
1871	0.1799482497
1872	0.1799238709
1873	0.1799084632
1874	0.1798784944
1875	0.179866261
1876	0.1798471134
1877	0.1798304879
1878	0.1798131796
1879	0.179793931
1880	0.1797834793
1881	0.1797619866
1882	0.1797469987
1883	0.1797204512
1884	0.1796972337
1885	0.1796765573
1886	0.1796604209
1887	0.179641337
1888	0.179615705
1889	0.1795979406
1890	0.1795775437
1891	0.1795597504
1892	0.1795456214
1893	0.179528276
1894	0.1795122999
1895	0.1794908001
1896	0.1794723449
1897	0.1794477328
1898	0.1794320904
1899	0.1794093581
1900	0.1793963319
1901	0.1793790618
1902	0.1793593647
1903	0.1793430529
1904	0.1793308939
1905	0.1793085044
1906	0.1792916901
1907	0.1792629227
1908	0.1792512483
1909	0.1792326933
1910	0.1792165947
1911	0.1792055018
1912	0.1791787879
1913	0.179162566
1914	0.1791476351
1915	0.1791292857
1916	0.1791093284
1917	0.1790905145
1918	0.1790726048
1919	0.1790518934
1920	0.1790266167
1921	0.1790081278
1922	0.1789915982
1923	0.1789682466
1924	0.178950016
1925	0.1789257404
1926	0.1789144964
1927	0.1788910454
1928	0.1788736982
1929	0.1788394783
1930	0.178821811
1931	0.1787963472
1932	0.1787845269
1933	0.17875942
1934	0.1787426103
1935	0.1787204667
1936	0.1787005125
1937	0.1786818071
1938	0.1786568937
1939	0.1786423135
1940	0.1786241279
1941	0.178607709
1942	0.1785902138
1943	0.178572085
1944	0.1785560822
1945	0.178527849
1946	0.178514984
1947	0.1784943981
1948	0.178451952
1949	0.1784297589
1950	0.1784092984
1951	0.1783876753
1952	0.1783690742
1953	0.1783487233
1954	0.1783299154
1955	0.1783164121
1956	0.1782969716
1957	0.1782766132
1958	0.1782515405
1959	0.1782289606
1960	0.1782070915
1961	0.1781770899
1962	0.178156427
1963	0.1781447786
1964	0.1781284803
1965	0.1781067458
1966	0.1780828148
1967	0.1780588767
1968	0.1780371168
1969	0.1780128465
1970	0.1779907571
1971	0.1779728496
1972	0.1779570864
1973	0.1779337035
1974	0.1779172423
1975	0.1778987056
1976	0.1778730736
1977	0.177852592
1978	0.177830342
1979	0.1778090771
1980	0.1777931287
1981	0.1777698003
1982	0.1777461324
1983	0.177728994
1984	0.1777152671
1985	0.1776958299
1986	0.1776771681
1987	0.1776534602
1988	0.1776305555
1989	0.1776109111
1990	0.1775911587
1991	0.1775690534
1992	0.1775497549
1993	0.1775328407
1994	0.1775166414
1995	0.1775003945
1996	0.1774852698
1997	0.177472451
1998	0.1774510949
1999	0.1774274254
