iter	Logloss
341	0.230644814
342	0.2305869778
343	0.2305335118
344	0.230454997
345	0.2302240524
346	0.2301575145
347	0.2300941469
348	0.2300202727
349	0.2296507241
350	0.2294884103
351	0.2294063765
352	0.2293612263
353	0.2292755538
354	0.2292226139
355	0.2291767649
356	0.228965287
357	0.2289033523
358	0.2288350416
359	0.2287090543
360	0.2286519325
361	0.2285957339
362	0.2285485784
363	0.2285016512
364	0.2284545235
365	0.2283954432
366	0.228312958
367	0.2282452603
368	0.2280626614
369	0.227962077
370	0.2277936615
371	0.2277229172
372	0.2276673647
373	0.2275084967
374	0.2274450153
375	0.227405607
376	0.2273631062
377	0.2272950108
378	0.2272375231
379	0.2271478037
380	0.2270941108
381	0.2270459886
382	0.2269868489
383	0.2268173618
384	0.2267655921
385	0.2266284649
386	0.2265852882
387	0.226542305
388	0.2264693738
389	0.2264216305
390	0.226361195
391	0.2262767157
392	0.2261710817
393	0.2260014695
394	0.2259426083
395	0.2258838694
396	0.2258209086
397	0.2257324853
398	0.225684839
399	0.2256296114
400	0.2255891743
401	0.225536918
402	0.2254707881
403	0.2254180896
404	0.2253595303
405	0.2252894683
406	0.2252406317
407	0.2251841243
408	0.2251379674
409	0.2250907189
410	0.2250589725
411	0.225015766
412	0.2246741782
413	0.2245537107
414	0.2244901671
415	0.224428638
416	0.2243681005
417	0.2243192757
418	0.2242659621
419	0.2242151848
420	0.2240225968
421	0.2239760692
422	0.2239291771
423	0.2238673283
424	0.2238252772
425	0.223761044
426	0.2237094764
427	0.2236692578
428	0.2236211721
429	0.2235764529
430	0.2234426175
431	0.223385934
432	0.2233072287
433	0.2232517444
434	0.2232085729
435	0.2231640769
436	0.2231160591
437	0.2230709309
438	0.2229380699
439	0.2228924416
440	0.2228040568
441	0.2227451003
442	0.2227071201
443	0.2226362495
444	0.2225936532
445	0.2224750118
446	0.2224243801
447	0.2223876504
448	0.2223450366
449	0.2222884061
450	0.2222374661
451	0.2221766005
452	0.2221277941
453	0.2220917547
454	0.2220427865
455	0.2219831092
456	0.2219373812
457	0.2219030069
458	0.2218693266
459	0.2217707295
460	0.2217210527
461	0.2216791995
462	0.2216306074
463	0.2215643851
464	0.2215240288
465	0.2214833056
466	0.2214409909
467	0.2214076662
468	0.2213391401
469	0.2212905747
470	0.2211756513
471	0.2211184764
472	0.2210552744
473	0.2209899393
474	0.2209514502
475	0.2209152142
476	0.220859445
477	0.2208153951
478	0.2207653828
479	0.2207261067
480	0.220679411
481	0.2206454442
482	0.2206157274
483	0.2205603214
484	0.2205130937
485	0.2204306741
486	0.2203877592
487	0.2203461515
488	0.2203128846
489	0.2202496676
490	0.2201516321
491	0.2200481209
492	0.2199831446
493	0.2199398652
494	0.2197543648
495	0.2197148104
496	0.2196719574
497	0.2196292894
498	0.2195726673
499	0.2195328705
500	0.2194635063
501	0.2191572054
502	0.2191139602
503	0.2190734933
504	0.2190179815
505	0.2189758433
506	0.218933804
507	0.2187085236
508	0.2185891033
509	0.2185459855
510	0.2185094456
511	0.2183832951
512	0.2183416453
513	0.2182974258
514	0.2182476888
515	0.2182174145
516	0.2181842112
517	0.2181500936
518	0.2181105427
519	0.2180821166
520	0.2180356314
521	0.2179856778
522	0.2179306608
523	0.2178905282
524	0.2178470383
525	0.2177239265
526	0.2176620106
527	0.2176096169
528	0.2175668847
529	0.2175284912
530	0.2174750359
531	0.2173580662
532	0.2173181729
533	0.217270633
534	0.2171956889
535	0.2171575698
536	0.217112893
537	0.2170787823
538	0.216978225
539	0.2169502265
540	0.2169108315
541	0.2168567573
542	0.2168190706
543	0.2167658436
544	0.21670768
545	0.2166438658
546	0.2165940013
547	0.2165634038
548	0.21651377
549	0.2164780905
550	0.2164410079
551	0.2163927028
552	0.2163574548
553	0.2163064666
554	0.2162566191
555	0.2162072945
556	0.2161581249
557	0.216130482
558	0.2160906569
559	0.2160045688
560	0.2159628364
561	0.2159196729
562	0.2158835164
563	0.215844212
564	0.2158022265
565	0.215753184
566	0.2156858024
567	0.2156539656
568	0.2156195116
569	0.2155761997
570	0.2155496555
571	0.2154557672
572	0.21541687
573	0.2153645596
574	0.215310845
575	0.2152871537
576	0.2152467303
577	0.2152065742
578	0.2151844604
579	0.2151498493
580	0.2151139501
581	0.2150700714
582	0.2150294695
583	0.2149848067
584	0.2149516838
585	0.2148568533
586	0.2148216123
587	0.2147917608
588	0.2147434356
589	0.2146977564
590	0.214627532
591	0.2145962878
592	0.2145550816
593	0.2145164016
594	0.2144726754
595	0.2144450174
596	0.2144032101
597	0.214373741
598	0.2143088551
599	0.2142711278
600	0.2142367012
601	0.2142037516
602	0.2141744009
603	0.2141394763
604	0.2140920846
605	0.2140547746
606	0.2140051008
607	0.2139571189
608	0.21391929
609	0.2138909668
610	0.2138447885
611	0.2138082435
612	0.2137684009
613	0.2137334645
614	0.2136836899
615	0.2136494836
616	0.2136032455
617	0.2135705843
618	0.2135035046
619	0.2134689297
620	0.2134276559
621	0.2133983224
622	0.2133728674
623	0.2133297623
624	0.2132908784
625	0.2132495297
626	0.2132200929
627	0.2131884044
628	0.2131538013
629	0.2131199018
630	0.2130675621
631	0.2130156827
632	0.2129735372
633	0.2129404479
634	0.2129047416
635	0.2128478651
636	0.2128106953
637	0.2127808459
638	0.212741505
639	0.2127008261
640	0.2126089501
641	0.2125809573
642	0.2125443152
643	0.212479658
644	0.2124435533
645	0.2124071127
646	0.2123733571
647	0.2123250721
648	0.2122813765
649	0.2122437477
650	0.212204094
651	0.2121638827
652	0.2121204384
653	0.2120773189
654	0.2120313736
655	0.2120092031
656	0.2119744492
657	0.211924307
658	0.2118930323
659	0.2118652118
660	0.2118243871
661	0.2117913768
662	0.2117497041
663	0.2117058266
664	0.2116314179
665	0.2115743185
666	0.2115465059
667	0.2115113535
668	0.2114566005
669	0.2114354433
670	0.211405767
671	0.2113750387
672	0.2113354311
673	0.211279379
674	0.2112397727
675	0.2112186881
676	0.2111908556
677	0.2111610369
678	0.2111243378
679	0.2110904935
680	0.2110468003
681	0.2110132096
682	0.2109684796
683	0.2108934876
684	0.2108635765
685	0.2108290319
686	0.2108052434
687	0.2107705168
688	0.2107368075
689	0.2106993038
690	0.2106654026
691	0.2106341162
692	0.2105941327
693	0.2105570646
694	0.2105010257
695	0.2104665464
696	0.2104319862
697	0.2104064157
698	0.2103733147
699	0.2103414483
700	0.2103015471
701	0.210265274
702	0.2102315351
703	0.210187495
704	0.2101624536
705	0.2101306037
706	0.2100992676
707	0.2100610284
708	0.2100278582
709	0.2099935819
710	0.2099619305
711	0.2099220354
712	0.2098944992
713	0.2098613273
714	0.2097344136
715	0.2096996769
716	0.2096621613
717	0.2096304255
718	0.209580465
719	0.2095441883
720	0.2095138288
721	0.2094802858
722	0.2094476323
723	0.2094219954
724	0.2093932454
725	0.2093599451
726	0.2093190908
727	0.2092901061
728	0.2092651041
729	0.2091940345
730	0.2091617238
731	0.2091276769
732	0.2090856299
733	0.2090586536
734	0.2090293129
735	0.2089953742
736	0.2089662351
737	0.2089403085
738	0.2089089976
739	0.2088679379
740	0.2088387437
741	0.2088018776
742	0.2087651286
743	0.208732829
744	0.2086962018
745	0.2086576918
746	0.2086219431
747	0.2085872169
748	0.2085585929
749	0.2085294403
750	0.2084935118
751	0.2084570475
752	0.208427094
753	0.208353615
754	0.2083341874
755	0.2083049065
756	0.2082703089
757	0.208236113
758	0.2082121033
759	0.2081313624
760	0.2080967451
761	0.208072708
762	0.2080402003
763	0.2080191696
764	0.2079845076
765	0.2079426115
766	0.2079068008
767	0.2078617622
768	0.2078236255
769	0.2077989285
770	0.2077753951
771	0.2077338291
772	0.2076964175
773	0.2076570833
774	0.2076327347
775	0.2075934119
776	0.2075580915
777	0.2075212345
778	0.2074446154
779	0.2074206321
780	0.2073904765
781	0.2073572973
782	0.2073295671
783	0.2073029445
784	0.2072562288
785	0.2072168299
786	0.2071877835
787	0.207155354
788	0.207116652
789	0.2070990799
790	0.2070689555
791	0.2070446399
792	0.2070137557
793	0.2069836692
794	0.2069497587
795	0.2069305397
796	0.2069033037
797	0.2068790236
798	0.2068566708
799	0.2068118411
800	0.2067785662
801	0.2067451342
802	0.2067127472
803	0.2066811425
804	0.2066481016
805	0.2066194765
806	0.2065909348
807	0.2065633213
808	0.2065275869
809	0.206501969
810	0.2064695985
811	0.2064468475
812	0.2064224281
813	0.2063894048
814	0.2063704921
815	0.2063237979
816	0.2062910152
817	0.206256328
818	0.2062277796
819	0.206197027
820	0.2061426945
821	0.2060840278
822	0.2060493995
823	0.2060234706
824	0.2059688732
825	0.205935826
826	0.205917205
827	0.2058551476
828	0.2058312998
829	0.2058028085
830	0.2057765065
831	0.2057461212
832	0.205710291
833	0.205684179
834	0.2056473867
835	0.2056162719
836	0.2055906657
837	0.2055334884
838	0.2054926362
839	0.2054555473
840	0.2054181608
841	0.2053921503
842	0.2053709768
843	0.2053339824
844	0.2052908282
845	0.2052624593
846	0.2052450256
847	0.2052072711
848	0.2051810975
849	0.2051512525
850	0.2051257781
851	0.205095456
852	0.2050760672
853	0.2049635053
854	0.204906381
855	0.2048721098
856	0.2048404008
857	0.2048112911
858	0.2047558638
859	0.2047249656
860	0.204696721
861	0.2046716932
862	0.204648286
863	0.2046104441
864	0.2045685779
865	0.2045503338
866	0.2045272225
867	0.2045071923
868	0.2044773076
869	0.2044497239
870	0.2044229814
871	0.2043998461
872	0.2043711281
873	0.2043344844
874	0.2043005556
875	0.2042694161
876	0.2042455019
877	0.2042086032
878	0.2041875751
879	0.2041574067
880	0.2041325348
881	0.2041012727
882	0.204076861
883	0.2040533807
884	0.2040136679
885	0.2039506069
886	0.2039204689
887	0.2038979461
888	0.2038693917
889	0.2038296584
890	0.2037997044
891	0.2037717053
892	0.2037250998
893	0.2036928041
894	0.2036655763
895	0.2036360759
896	0.2036152319
897	0.2035853799
898	0.2035583217
899	0.2035288924
900	0.2035125199
901	0.2034939333
902	0.203464672
903	0.2034331024
904	0.2034083745
905	0.2033802588
906	0.2033372243
907	0.203309201
908	0.2032872766
909	0.2032598921
910	0.2031736346
911	0.2031473091
912	0.2031241917
913	0.2030888315
914	0.2030638439
915	0.2030272522
916	0.2029987724
917	0.2029649668
918	0.2029449679
919	0.2029156325
920	0.2028870672
921	0.2028030047
922	0.2027687081
923	0.2027332983
924	0.2027123238
925	0.202683637
926	0.2026586668
927	0.2025950055
928	0.202569177
929	0.2025455063
930	0.2025037741
931	0.2024724772
932	0.2024425826
933	0.2024126926
934	0.2023605161
935	0.2023336533
936	0.2023022604
937	0.2022800457
938	0.2022524401
939	0.2022309354
940	0.2022062301
941	0.2021795432
942	0.2021503042
943	0.2021240947
944	0.2020911289
945	0.2020643102
946	0.2020433677
947	0.2020183721
948	0.2019847896
949	0.2019558612
950	0.2019273546
951	0.2018982216
952	0.2018818497
953	0.2018538656
954	0.2018339571
955	0.2018072762
956	0.2017792044
957	0.2017538877
958	0.2017291896
959	0.201697483
960	0.2016753242
961	0.2016328471
962	0.2015987155
963	0.2015757038
964	0.2015528339
965	0.2015304905
966	0.2014976763
967	0.2014762033
968	0.2014412871
969	0.2014096876
970	0.2013897534
971	0.2013292934
972	0.2012986966
973	0.2012423792
974	0.2012181598
975	0.2011733561
976	0.2011514819
977	0.2011279754
978	0.2010925454
979	0.2010620455
980	0.201044191
981	0.2010176481
982	0.2009870952
983	0.2009488132
984	0.2009240564
985	0.200894024
986	0.2008657658
987	0.200837164
988	0.2008119919
989	0.2007803958
990	0.2007022507
991	0.2006695463
992	0.2006382388
993	0.2006142544
994	0.2005833465
995	0.2005613186
996	0.2005335082
997	0.2005110738
998	0.2004927449
999	0.2004665568
1000	0.2004186603
1001	0.2003838469
1002	0.2003598143
1003	0.200291267
1004	0.2002670932
1005	0.2002432914
1006	0.2001544598
1007	0.2001252343
1008	0.2000893254
1009	0.2000665856
1010	0.2000470755
1011	0.2000230337
1012	0.1999975204
1013	0.199953863
1014	0.1999263871
1015	0.1999013927
1016	0.1998633555
1017	0.1998284192
1018	0.1997989299
1019	0.1997721846
1020	0.1997449046
1021	0.1997230584
1022	0.1996899263
1023	0.1996653283
1024	0.1996474003
1025	0.199632835
1026	0.199601203
1027	0.1995721248
1028	0.1995543575
1029	0.1995320992
1030	0.1995116634
1031	0.199490577
1032	0.1994648654
1033	0.199446085
1034	0.1994233511
1035	0.1993650541
1036	0.1993394563
1037	0.1993206226
1038	0.1993019698
1039	0.1992730883
1040	0.1992470057
1041	0.1992130833
1042	0.199179396
1043	0.1991556239
1044	0.1991334357
1045	0.1991066052
1046	0.199063227
1047	0.1990324469
1048	0.1990157966
1049	0.198993111
1050	0.1989709261
1051	0.1989445919
1052	0.1989259132
1053	0.1988970117
1054	0.1988774706
1055	0.1988509316
1056	0.1988208846
1057	0.1987833551
1058	0.198765814
1059	0.1987438697
1060	0.1987157631
1061	0.1986991978
1062	0.1986777843
1063	0.1986557848
1064	0.1986379448
1065	0.1986145151
1066	0.1985887688
1067	0.1985681635
1068	0.1985468512
1069	0.1985150312
1070	0.1984826038
1071	0.198425905
1072	0.1983965003
1073	0.1983671521
1074	0.1983345123
1075	0.1983100243
1076	0.1982876296
1077	0.1982675993
1078	0.198235473
1079	0.1982160577
1080	0.1982030338
1081	0.1981792778
1082	0.1981600457
1083	0.1981325079
1084	0.1981181565
1085	0.1980885335
1086	0.1980642591
1087	0.1980454139
1088	0.1980131471
1089	0.1979962218
1090	0.1979689289
1091	0.1979431306
1092	0.1979194566
1093	0.1978834749
1094	0.1978535479
1095	0.1978382872
1096	0.1978151694
1097	0.1977975543
1098	0.1977656683
1099	0.1977436352
1100	0.1977269463
1101	0.1977037615
1102	0.1976732957
1103	0.1976479207
1104	0.1976148979
1105	0.1975977262
1106	0.1975717813
1107	0.1975382032
1108	0.1975133733
1109	0.1974944145
1110	0.1974809066
1111	0.1974601003
1112	0.1974384022
1113	0.1973964947
1114	0.1973672075
1115	0.1973302271
1116	0.1973110638
1117	0.1972791638
1118	0.1972546583
1119	0.1972326265
1120	0.1972050922
1121	0.1971742817
1122	0.1971556178
1123	0.1971262872
1124	0.1971025377
1125	0.1970775719
1126	0.1970473952
1127	0.1970236685
1128	0.1969997054
1129	0.196972769
1130	0.1969428095
1131	0.1969223582
1132	0.1968977716
1133	0.1968789559
1134	0.1968565918
1135	0.1968362639
1136	0.1968084439
1137	0.196784324
1138	0.1967620397
1139	0.1967386459
1140	0.1967115364
1141	0.1966858599
1142	0.1966714869
1143	0.1966425065
1144	0.1966093294
1145	0.1965838946
1146	0.1965646057
1147	0.1965413361
1148	0.1964966757
1149	0.196478519
1150	0.1964515556
1151	0.1964268965
1152	0.1964005614
1153	0.1963793747
1154	0.1963592675
1155	0.1963417547
1156	0.1963225788
1157	0.1963033222
1158	0.1962799449
1159	0.1962449793
1160	0.1962113516
1161	0.1961935719
1162	0.1961598319
1163	0.1961384905
1164	0.1961211173
1165	0.1961013358
1166	0.1960844043
1167	0.1959826602
1168	0.1959587455
1169	0.1959265226
1170	0.1959054701
1171	0.1958820386
1172	0.1958152625
1173	0.1957886724
1174	0.1957603997
1175	0.1957370815
1176	0.1956779069
1177	0.1956564669
1178	0.1956290851
1179	0.1956052769
1180	0.1955762967
1181	0.1955030457
1182	0.1954572757
1183	0.1954262931
1184	0.1954015704
1185	0.1953798002
1186	0.1953503033
1187	0.1953237282
1188	0.1952905044
1189	0.1952588932
1190	0.1952395746
1191	0.1952134971
1192	0.1951808961
1193	0.1951547189
1194	0.19512322
1195	0.1950942334
1196	0.195069319
1197	0.1950493244
1198	0.195016524
1199	0.195002813
1200	0.1949163214
1201	0.1948960367
1202	0.1948061479
1203	0.1947842353
1204	0.194762416
1205	0.1947388684
1206	0.1946681583
1207	0.1946424745
1208	0.1946107151
1209	0.1945909248
1210	0.1945635425
1211	0.1945331203
1212	0.1945077482
1213	0.1944944927
1214	0.1944767658
1215	0.1944575056
1216	0.1944357847
1217	0.1944155216
1218	0.1943860655
1219	0.1943587347
1220	0.1943459399
1221	0.1943138876
1222	0.1942927224
1223	0.1942585487
1224	0.1942387052
1225	0.1942088572
1226	0.1941938288
1227	0.1941674804
1228	0.1941438521
1229	0.1941253681
1230	0.1941048636
1231	0.1940737661
1232	0.1940490818
1233	0.1940324318
1234	0.1940060706
1235	0.1939777795
1236	0.1939459221
1237	0.1939196221
1238	0.1939002206
1239	0.193875697
1240	0.1938562905
1241	0.1938354571
1242	0.1938136838
1243	0.1937873937
1244	0.1937587976
1245	0.1937304503
1246	0.1937106777
1247	0.1936842247
1248	0.1936666828
1249	0.1936344828
1250	0.1936050977
1251	0.1935847827
1252	0.1935610377
1253	0.1935382805
1254	0.1935232873
1255	0.1935127471
1256	0.1934836109
1257	0.1934542488
1258	0.193437334
1259	0.1934093673
1260	0.193384339
1261	0.1933598483
1262	0.1933300446
1263	0.1933042703
1264	0.1932858299
1265	0.193265297
1266	0.1932395042
1267	0.1932051048
1268	0.1931884201
1269	0.193167781
1270	0.193148268
1271	0.19312428
1272	0.193100371
1273	0.1930755553
1274	0.1930551681
1275	0.1930230959
1276	0.1930042813
1277	0.1929868646
1278	0.1929570855
1279	0.1929369941
1280	0.1929144428
1281	0.1928869959
1282	0.1928545019
1283	0.1928271812
1284	0.1928024908
1285	0.1927717137
1286	0.1927533058
1287	0.1927308607
1288	0.192701514
1289	0.1926789371
1290	0.1926478305
1291	0.1926297034
1292	0.1925994759
1293	0.1925801287
1294	0.1925570101
1295	0.1925383152
1296	0.1925141088
1297	0.1924961066
1298	0.1924820583
1299	0.1924534656
1300	0.1924328802
1301	0.192413194
1302	0.1923889158
1303	0.1923768671
1304	0.1923593195
1305	0.1923399884
1306	0.192320156
1307	0.1922980947
1308	0.1922796866
1309	0.19224649
1310	0.1922269929
1311	0.1921892023
1312	0.1921737153
1313	0.1921029526
1314	0.1920541833
1315	0.1920325735
1316	0.1920109986
1317	0.191979312
1318	0.1919447769
1319	0.1919216131
1320	0.1919059003
1321	0.1918844066
1322	0.1918584754
1323	0.1918423444
1324	0.191821581
1325	0.1917925683
1326	0.1917702273
1327	0.1917431762
1328	0.1917230714
1329	0.1917085322
1330	0.1916858361
1331	0.1916545632
1332	0.1916366392
1333	0.1916100489
1334	0.1915920521
1335	0.1915722521
1336	0.1915394546
1337	0.1915213452
1338	0.1915002782
1339	0.1914676626
1340	0.1914392561
1341	0.1914184034
1342	0.1913888273
1343	0.1913730248
1344	0.1913423377
1345	0.1913211813
1346	0.191293144
1347	0.1912754183
1348	0.1912415809
1349	0.1912117644
1350	0.1911959378
1351	0.1911753689
1352	0.1911564928
1353	0.1911325101
1354	0.1911074285
1355	0.1910410108
1356	0.191012652
1357	0.1909978097
1358	0.1909742254
1359	0.1909474148
1360	0.1909250615
1361	0.1909041066
1362	0.1908761828
1363	0.1908523931
1364	0.1908304092
1365	0.1908117991
1366	0.1907928523
1367	0.1907686857
1368	0.1907467678
1369	0.1907309252
1370	0.1906971282
1371	0.1906776431
1372	0.1906516849
1373	0.1906336067
1374	0.1906003414
1375	0.1905837116
1376	0.1905729858
1377	0.1905468835
1378	0.1905197758
1379	0.1904897218
1380	0.1904681207
1381	0.1904472708
1382	0.190424956
1383	0.190400071
1384	0.1903859306
1385	0.1903677433
1386	0.1903550092
1387	0.1903310446
1388	0.1903067049
1389	0.1902890944
1390	0.1902659971
1391	0.1902365288
1392	0.1902142354
1393	0.1901879582
1394	0.1901657902
1395	0.1901470209
1396	0.190126616
1397	0.1901028173
1398	0.1900907047
1399	0.1900608888
1400	0.1900442278
1401	0.1900259738
1402	0.1900063147
1403	0.1899566107
1404	0.189935314
1405	0.1899137474
1406	0.1898974937
1407	0.1898775955
1408	0.1898607748
1409	0.1898366519
1410	0.1898162028
1411	0.1897968962
1412	0.189742705
1413	0.1897125881
1414	0.1896922394
1415	0.1896705617
1416	0.18964743
1417	0.1896184548
1418	0.1895971932
1419	0.1895674113
1420	0.1895525697
1421	0.189534497
1422	0.1895163306
1423	0.1894964535
1424	0.1894798617
1425	0.1894543882
1426	0.189437941
1427	0.1894131196
1428	0.1893970483
1429	0.1893817705
1430	0.1893583458
1431	0.1893264918
1432	0.1893024006
1433	0.1892872087
1434	0.1892673542
1435	0.1892485776
1436	0.1892265076
1437	0.1892000742
1438	0.1891801858
1439	0.1891652378
1440	0.1891444796
1441	0.1891284069
1442	0.1891141226
1443	0.1891003005
1444	0.189077909
1445	0.1890600104
1446	0.1890459786
1447	0.1890070312
1448	0.1889824521
1449	0.1889603569
1450	0.1889426132
1451	0.1889183774
1452	0.1888961473
1453	0.1888809239
1454	0.1888585301
1455	0.1888287583
1456	0.1888098865
1457	0.1887885675
1458	0.1887635404
1459	0.1887426898
1460	0.1887210428
1461	0.1887000351
1462	0.1886790513
1463	0.1886569589
1464	0.1886358618
1465	0.1886211948
1466	0.1886005535
1467	0.1885800847
1468	0.1885715621
1469	0.1885546212
1470	0.1885275704
1471	0.188511135
1472	0.1884747625
1473	0.1884509266
1474	0.1884243679
1475	0.1884027765
1476	0.188374326
1477	0.1883489794
1478	0.1883238828
1479	0.1883140406
1480	0.1882960954
1481	0.1882668161
1482	0.1882470351
1483	0.1882202859
1484	0.1881964472
1485	0.1881661954
1486	0.1881497829
1487	0.1881320714
1488	0.1881163018
1489	0.1880940907
1490	0.1880684675
1491	0.1880470489
1492	0.1880258391
1493	0.1880032539
1494	0.187979732
1495	0.1879549621
1496	0.1879317271
1497	0.1879061787
1498	0.1878891657
1499	0.1878674717
1500	0.1878424453
1501	0.1878038328
1502	0.1877864924
1503	0.1877275128
1504	0.187696262
1505	0.1876769105
1506	0.187658885
1507	0.1876362559
1508	0.1876105477
1509	0.1875881129
1510	0.1875671278
1511	0.1875470829
1512	0.1875229228
